,newind,Cand_Name,Cand_Party_Affiliation,Cand_Incumbent_Challenger_Open_Seat,Total_Receipt,Total_Disbursement,Cash_On_Hand_COP,Coverage_End_Date,Party_Committee_Contribution,Cand_Contribution,Net_Operating_Expenditure,Cash_On_Hand_BOP,Coverage_Start_Date
505,CA20,"PANETTA, JIMMY",DEM,INCUMBENT,1256256.36,727578.17,758133.68,12/31/2018,881.26,270.0,542796.92,229455.49,01/01/2017
1820,CA21,"HUERTA, EMILIO J. MR.",DEM,CHALLENGER,113958.06,176111.55,56683.56,12/31/2018,0.0,0.0,173095.35,118837.05,01/01/2017
466,CA21,"COX, TERRANCE JOHN (TJ)",DEM,CHALLENGER,2975996.02,2921204.91,54791.11,12/31/2018,8461.22,8000.0,2871974.2,0.0,07/01/2017
2142,CA21,"VALADAO, DAVID",REP,INCUMBENT,3285165.34,3255419.06,78918.09,12/31/2018,5000.0,0.0,3230066.57,49171.81,01/01/2017
1296,CA22,"JANZ, ANDREW",DEM,CHALLENGER,9233869.01,9211821.7,22047.31,12/31/2018,1595.96,0.0,9053513.31,0.0,04/01/2017
630,CA22,"BLIATOUT, BOBBY",DEM,CHALLENGER,394178.67,394178.67,0.0,08/30/2018,0.0,205831.61,314126.24,0.0,01/01/2017
2168,CA22,"NUNES, DEVIN GERALD",REP,INCUMBENT,12690863.36,11629556.14,4238627.49,12/31/2018,0.0,0.0,10543710.51,3177900.27,01/01/2017
1870,CA22,"FRANCO, RICARDO JOSE",DEM,CHALLENGER,51123.99,49008.28,2115.71,12/31/2018,0.0,4542.0,48209.82,0.0,01/01/2017
70,CA23,"REED, WENDY",DEM,CHALLENGER,27394.25,28264.93,0.0,12/31/2018,0.0,0.0,26417.63,0.0,01/01/2017
1821,CA23,"MCCARTHY, KEVIN",REP,INCUMBENT,8018574.59,8249321.58,1287072.18,12/31/2018,0.0,0.0,4462830.59,1517819.17,01/01/2017
985,CA23,"WILSON, KURTIS",DEM,CHALLENGER,12040.87,11839.91,200.96,12/31/2018,0.0,480.14,11839.91,0.0,10/01/2017
715,CA23,"OWEN, ROBERT THURMAN III",DEM,CHALLENGER,17660.12,19435.12,0.0,05/18/2018,0.0,0.0,19435.12,1775.0,04/01/2017
952,CA23,"MATTA, TATIANA",DEM,CHALLENGER,116057.86,106342.6,9679.28,12/31/2018,0.0,1418.36,104341.6,0.0,08/20/2017
946,CA23,"BARRO, MARY",DEM,CHALLENGER,12509.54,12438.97,70.57,12/31/2018,0.0,11855.54,12438.97,0.0,01/01/2018
953,CA24,"WOODY, MICHAEL",REP,CHALLENGER,163325.76,157307.79,6017.97,12/31/2018,0.0,0.0,112207.79,0.0,04/01/2017
2082,CA24,"FAREED, JUSTIN",REP,CHALLENGER,1459656.01,1513003.06,3847.18,12/31/2018,5000.0,0.0,1488956.84,57256.73,01/01/2017
676,CA24,"CARBAJAL, SALUD",DEM,INCUMBENT,2759810.4,2077611.91,734490.35,12/31/2018,2242.69,0.0,2038167.28,52291.86,01/01/2017
2167,CA25,"KNIGHT, STEVE",REP,INCUMBENT,2628084.46,2631813.07,33463.83,12/31/2018,5000.0,0.0,2567551.42,37192.44,01/01/2017
1043,CA25,"PHOENIX, JESS",DEM,CHALLENGER,495219.91,495181.29,38.62,12/31/2018,0.0,2645.7,475150.86,0.0,04/01/2017
814,CA25,"GREENAWAY, DIEDRA MICHELLE",DEM,CHALLENGER,4257.48,4257.48,0.0,12/31/2017,0.0,0.0,2057.48,0.0,01/01/2017
594,CA25,"PALLANT, MARY",DEM,CHALLENGER,8295.09,8295.09,0.0,06/30/2018,0.0,3338.09,8227.18,0.0,01/01/2018
879,CA25,"MCVARISH, SCOTT",DEM,CHALLENGER,38075.0,38075.0,0.0,03/09/2018,0.0,0.0,23075.0,0.0,01/01/2017
1825,CA25,"CAFORIO, BRYAN",DEM,CHALLENGER,1217418.32,1220320.16,75.76,12/31/2018,0.0,12682.51,1103568.04,2977.6,01/01/2017
1927,CA25,"MASTERMAN-SMITH, MIKE",DEM,CHALLENGER,20100.06,4082.92,5028.95,06/30/2018,0.0,0.0,4057.0,50.0,10/01/2017
590,CA25,"HILL, KATHERINE LAUREN",DEM,CHALLENGER,8569626.33,8505044.12,64582.21,12/31/2018,300.0,13938.06,8305583.69,0.0,01/01/2017
871,CA26,"NELSON, JOHN",DEM,CHALLENGER,17322.0,14217.5,3104.5,05/16/2018,0.0,0.0,13617.5,0.0,10/01/2017
1514,CA26,"SABATO, ANTONIO",REP,CHALLENGER,350222.64,350222.64,0.0,12/31/2018,0.0,22021.3,347692.74,0.0,01/01/2017
1163,CA26,"SKELTON, SHANE JOHN",REP,CHALLENGER,61357.6,61357.6,0.0,01/11/2018,0.0,0.0,7147.5,0.0,04/01/2017
1320,CA26,"BURUM, JEFFREY DAVID MAJ (RET)",REP,CHALLENGER,38244.27,38244.27,0.0,09/30/2018,0.0,0.0,37947.29,0.0,07/01/2017
1859,CA26,"BROWNLEY, JULIA",DEM,INCUMBENT,2589593.97,1788074.84,2451412.4,12/31/2018,2493.3,0.0,1439215.45,1649893.27,01/01/2017
1015,CA26,"DAGNESSES, RAFAEL",REP,CHALLENGER,3241.0,3241.0,0.0,04/18/2018,0.0,0.0,1625.0,0.0,01/01/2017
1894,CA27,"CARDENAS, BEATRICE I",REP,CHALLENGER,2273.4,2273.4,0.0,07/31/2018,0.0,0.0,2273.4,0.0,01/01/2018
1574,CA27,"CHU, JUDY",DEM,INCUMBENT,1401841.6,937483.08,2524361.46,12/31/2018,0.0,0.0,495099.91,2059998.12,01/01/2017
647,CA27,"WITT, BRYAN",DEM,CHALLENGER,11127.21,10477.31,714.18,12/31/2018,0.0,0.0,10419.83,0.0,07/01/2017
1447,CA28,"NALBANDIAN, JOHNNY",REP,CHALLENGER,36370.0,36332.56,37.44,12/31/2018,0.0,2000.0,36332.56,0.0,01/01/2017
1828,CA28,"SCHIFF, ADAM",DEM,INCUMBENT,6268995.25,3660828.23,4714580.2,12/31/2018,26.04,0.0,2968544.49,2106413.18,01/01/2017
1351,CA28,"SHAYANI, PAYAM MARK MR.",IND,CHALLENGER,112921.12,112921.12,0.0,09/30/2018,0.0,112910.0,102471.12,0.0,10/01/2017
1098,CA29,"CARDENAS, TONY",DEM,INCUMBENT,1523845.68,1483992.48,323679.71,12/31/2018,27.45,0.0,1294073.72,283826.51,01/01/2017
227,CA29,"BERNAL, BENITO BENNY",REP,CHALLENGER,8428.0,8476.0,0.0,11/30/2018,0.0,1478.0,6326.0,0.0,01/01/2018
121,CA29,"DUENAS, ANGELICA",GRE,CHALLENGER,7468.4,7482.58,-14.18,06/14/2018,200.0,381.55,7482.58,0.0,06/11/2017
1824,CA30,"SHERMAN, BRAD",DEM,INCUMBENT,1395491.8,549092.26,2223073.07,12/31/2018,0.0,0.0,453282.63,1376673.53,01/01/2017
1648,CA30,"PELZER, JONATHAN",DEM,CHALLENGER,74257.7,74257.7,0.0,07/20/2018,0.0,2607.24,73446.33,0.0,04/01/2017
1563,CA30,"RAB, AEJAZ (RAJI)",DEM,CHALLENGER,92950.0,90878.71,5863.92,12/31/2018,0.0,0.0,90878.71,3792.63,01/01/2017
1811,CA31,"FLYNN, SEAN",REP,CHALLENGER,1363972.31,1399111.11,1446.66,12/31/2018,0.0,217228.04,1213377.43,36585.46,01/01/2017
1806,CA31,"AGUILAR, PETE",DEM,INCUMBENT,2768324.72,2493817.05,1225280.64,12/31/2018,195.52,0.0,2008757.57,950772.97,01/01/2017
650,CA32,"NAPOLITANO, GRACE",DEM,INCUMBENT,410266.98,249008.44,305950.69,12/31/2018,27.44,0.0,128801.8,144692.15,01/01/2017
648,CA32,"LUTZ, MARY ANN",DEM,CHALLENGER,53846.47,34869.29,119751.7,12/31/2018,0.0,0.0,34868.29,100774.52,01/01/2017
649,CA32,"SCOTT, JOSHUA",REP,CHALLENGER,6274.0,5445.19,828.81,12/31/2018,0.0,0.0,5440.19,0.0,07/01/2018
1052,CA32,"QUINTERO, ANDRE",DEM,CHALLENGER,153298.48,57619.97,95678.51,12/31/2018,0.0,0.0,53102.84,0.0,01/01/2017
684,CA33,"WRIGHT, KENNETH",REP,CHALLENGER,164786.01,161454.23,9163.82,12/31/2018,0.0,0.0,158528.41,3233.39,01/01/2017
2087,CA33,"LIEU, TED",DEM,INCUMBENT,1785339.23,974393.02,1865000.99,12/31/2018,0.0,0.0,710935.44,1054054.78,01/01/2017
2034,CA34,"MENDOZA, SANDRA",DEM,CHALLENGER,17652.4,17647.02,5.38,12/31/2018,0.0,0.0,17579.62,0.0,01/01/2017
796,CA34,"GOMEZ, JIMMY",DEM,INCUMBENT,1552000.9,1487790.7,356665.18,12/31/2018,0.0,0.0,1426956.28,292454.98,01/01/2017
717,CA34,"CARRILLO DONO, WENDY MARIA",DEM,CHALLENGER,151762.68,200570.46,0.0,09/30/2017,0.0,0.0,196756.66,48807.78,01/01/2017
1250,CA34,"MEZA, RAYMOND ANTHONY JR.",DEM,OPEN,37504.16,61171.38,4452.78,06/30/2017,0.0,0.0,61121.38,28120.0,01/01/2017
722,CA34,"VAN HOUTEN, TRACY",DEM,CHALLENGER,122626.12,122626.12,0.0,09/30/2017,0.0,17001.93,122626.12,0.0,01/01/2017
1278,CA34,"CABILDO, MARIA",DEM,OPEN,220294.46,215275.17,5019.29,12/31/2018,0.0,0.0,213704.17,0.0,01/01/2017
308,CA34,"MAC, STEVEN",DEM,OPEN,31150.81,32887.28,0.0,06/14/2017,0.0,0.0,32887.28,1736.47,01/01/2017
1177,CA34,"PEREZ, JOHN A",DEM,OPEN,6740.0,6740.0,0.0,01/20/2017,0.0,4040.0,6740.0,0.0,01/01/2017
1011,CA34,"CARMONA, ARTURO",DEM,OPEN,155331.16,244941.43,1285.31,12/31/2018,0.0,0.0,244941.43,90795.58,01/01/2017
209,CA34,"CAMPOVERDI, ALEJANDRA",DEM,CHALLENGER,251407.76,353778.29,0.0,05/23/2017,0.0,0.0,310701.29,102371.44,01/01/2017
210,CA34,"MCARDLE, ANGELA E.",LIB,CHALLENGER,6713.0,2327.0,,01/31/2018,0.0,100.0,2327.0,0.0,01/10/2017
1506,CA34,"MEJIA, KENNETH",GRE,CHALLENGER,145434.59,120225.78,25199.81,12/31/2018,200.0,0.0,120165.78,0.0,01/01/2017
721,CA34,"DE LA FUENTE, RICARDO",DEM,CHALLENGER,176031.56,176023.33,8.23,09/30/2017,0.0,0.0,175795.21,0.0,01/01/2017
336,CA34,"FLORES, YOLIE",DEM,CHALLENGER,168602.88,241580.87,0.0,06/05/2017,0.0,0.0,233974.22,72977.99,01/01/2017
1515,CA34,"AHN, ROBERT LEE",DEM,OPEN,1670407.62,1670341.57,66.05,12/31/2018,0.0,53400.0,1666727.87,0.0,01/01/2017
554,CA34,"PADILLA, MARK EDWARD",NPA,OPEN,29182.1,29182.1,0.0,12/31/2017,0.0,0.0,29182.1,0.0,01/01/2017
673,CA34,"HERNANDEZ, SARA",DEM,OPEN,337986.01,532200.38,0.0,12/31/2018,0.0,6887.16,493250.23,194214.37,01/01/2017
261,CA35,"VALIENTE, CHRISTIAN",REP,CHALLENGER,7315.85,8221.19,-1124.77,12/31/2018,0.0,0.0,5094.34,-216.4,04/01/2018
1298,CA35,"BACA, JOE",DEM,CHALLENGER,45794.6,43808.01,2466.85,12/31/2018,199.0,0.0,30745.2,480.26,01/01/2017
1772,CA35,"TORRES, NORMA",DEM,INCUMBENT,626350.38,628449.31,217525.06,12/31/2018,53.48,0.0,564065.65,219623.99,01/01/2017
54,CA36,"RUIZ, RAUL DR",DEM,INCUMBENT,3168050.84,2512376.46,1645990.78,12/31/2018,3333.42,0.0,2462579.3,990316.4,01/01/2017
800,CA36,"BALL, DAN",REP,CHALLENGER,19259.0,17307.1,1951.9,12/31/2018,0.0,0.0,17057.1,0.0,10/01/2017
1097,CA36,"PELZER, KIMBERLIN BROWN",REP,CHALLENGER,844037.02,841751.6,2285.42,12/31/2018,0.0,0.0,841109.65,0.0,10/06/2017
1159,CA36,"WOLKOWICZ, STEPHAN",REP,CHALLENGER,15038.32,15038.32,0.0,06/30/2018,0.0,10220.32,10425.32,0.0,01/01/2017
120,CA36,"BENTLEY, ROBERT",REP,CHALLENGER,110.0,50.0,60.0,12/31/2017,0.0,110.0,50.0,0.0,10/01/2017
910,CA36,"HASSETT, DOUGLAS",REP,CHALLENGER,13383.37,13305.75,77.62,07/10/2018,0.0,0.0,12959.72,0.0,10/01/2017
803,CA37,"BASSILIAN, RON",REP,CHALLENGER,10387.55,10147.97,239.58,12/31/2018,0.0,510.0,9902.52,0.0,07/01/2017
962,CA37,"BASS, KAREN",DEM,INCUMBENT,896504.23,829565.75,312339.37,12/31/2018,67.55,0.0,603736.11,245400.89,01/01/2017
56,CA38,"SANCHEZ, LINDA",DEM,INCUMBENT,1732077.29,1415533.77,735140.15,12/31/2018,0.0,600.0,912728.24,418596.63,01/01/2017
608,CA39,"CHEN, JAY",DEM,OPEN,385047.55,310332.0,74715.55,12/31/2018,0.0,23.0,61108.0,0.0,01/01/2018
1271,CA39,"VARGAS, STEVEN",REP,OPEN,47325.0,47315.43,9.57,12/31/2018,0.0,0.0,23115.43,0.0,01/01/2018
2126,CA39,"LEE, HERBERT",DEM,OPEN,1064247.19,1057258.46,6988.73,12/31/2018,0.0,0.0,1057258.46,0.0,01/01/2018
94,CA39,"SAREGA, ANDREW",REP,OPEN,35835.0,35835.0,0.0,05/21/2018,0.0,0.0,2.6,0.0,01/01/2018
1840,CA39,"COX, STEVE",IND,OPEN,6125.65,6062.72,16.93,07/18/2018,0.0,350.0,5964.07,0.0,07/01/2017
740,CA39,"JANOWICZ, PHIL ANDREW DR.",DEM,OPEN,391152.23,388119.77,3032.46,12/31/2018,0.0,3287.08,333767.92,0.0,04/01/2017
2057,CA39,"TRAN, MAI-KHANH",DEM,OPEN,1549901.96,1549901.96,0.0,12/31/2018,0.0,0.0,1363100.54,0.0,01/01/2017
2058,CA39,"THORBURN, ANDY",DEM,OPEN,3161418.81,3161380.92,37.89,12/31/2018,0.0,26000.0,3097394.48,0.0,07/31/2017
2059,CA39,"LEGGETT, SUZI",DEM,OPEN,43295.81,43295.81,0.0,12/31/2018,0.0,0.0,38100.35,0.0,01/01/2018
804,CA39,"JAMMAL, SAMIR",DEM,OPEN,577017.47,576465.94,0.0,12/31/2018,0.0,5412.86,549479.51,0.0,07/01/2017
106,CA39,"CISNEROS, GILBERT",DEM,OPEN,12265194.02,12183755.2,81438.82,12/31/2018,1544.18,52761.86,11804314.72,0.0,06/07/2017
1448,CA39,"NELSON, SHAWN",REP,OPEN,694900.84,685895.42,9005.42,12/31/2018,0.0,0.0,612509.34,0.0,01/01/2018
1390,CA39,"RUSK, TED",DEM,OPEN,2738.0,2738.0,0.0,06/30/2018,0.0,0.0,2738.0,0.0,07/01/2017
311,CA39,"HUFF, BOB",REP,OPEN,694241.17,694241.17,0.0,11/26/2018,0.0,85900.0,547441.17,0.0,01/01/2018
507,CA39,"KIM, YOUNG",REP,OPEN,2907665.64,2902331.5,5334.14,12/31/2018,10000.0,0.0,2885220.59,0.0,01/01/2018
509,CA39,"LIBERATORE, PHIL",REP,OPEN,250772.0,225127.3,25644.7,12/31/2018,0.0,0.0,224327.3,0.0,01/01/2018
1518,CA39,"CULLUM, JOHN J",REP,OPEN,109973.72,109963.67,10.05,12/31/2018,0.0,0.0,14325.24,0.0,01/01/2017
53,CA40,"ROYBAL-ALLARD, LUCILLE",DEM,INCUMBENT,535190.84,567684.5,40131.14,12/31/2018,42.37,0.0,438907.37,72624.8,01/01/2017
2060,CA40,"CORTES BARRAGAN, RODOLFO",GRE,CHALLENGER,18313.47,18447.39,112.08,12/31/2018,350.0,460.0,18447.39,0.0,10/01/2017
510,CA41,"SMITH, AJA",REP,CHALLENGER,43984.88,43652.16,332.72,12/31/2018,1000.0,0.0,42327.16,0.0,01/01/2017
1357,CA41,"SHEPHERD, DOUG",REP,CHALLENGER,18543.85,18624.8,0.0,12/31/2018,0.0,16200.0,18576.8,80.95,01/01/2017
1125,CA41,"TAKANO, MARK",DEM,INCUMBENT,1076805.17,1100014.99,93002.94,12/31/2018,0.0,0.0,734156.34,116212.76,01/01/2017
55,CA42,"CALVERT, KENNETH S",REP,INCUMBENT,1556405.66,1620855.36,517900.03,12/31/2018,0.0,0.0,1082908.72,582349.73,01/01/2017
2061,CA42,"PEACOCK, JULIA",DEM,CHALLENGER,159046.35,149914.01,9480.05,12/31/2018,749.03,0.0,147415.11,0.0,01/01/2017
423,CA42,"QUINTERO, NORMAN",DEM,CHALLENGER,136211.3,136211.3,0.0,11/23/2018,0.0,250.0,136211.3,0.0,01/01/2017
95,CA42,"WOODY, MATT",NNE,CHALLENGER,46461.0,44346.28,2114.72,06/30/2018,0.0,0.0,41346.28,0.0,04/01/2017
1803,CA43,"CAMPER, CANDANCE MS",REP,CHALLENGER,2498.45,2498.45,0.0,06/14/2018,0.0,0.0,2498.45,0.0,07/01/2017
1099,CA43,"WATERS, MAXINE",DEM,INCUMBENT,1600229.82,1389065.63,395532.69,12/31/2018,0.0,0.0,1128974.96,181525.65,01/01/2017
1826,CA43,"NAVARRO, OMAR",REP,CHALLENGER,1173123.55,1045289.5,127836.49,12/31/2018,250.0,6.0,1023430.62,2.44,01/01/2017
1209,CA43,"DUTERTE, EDWIN",REP,CHALLENGER,18509.76,18509.76,0.0,09/30/2018,0.0,1574.76,15364.76,0.0,01/01/2017
1933,CA43,"DEMARTINI, FRANK",REP,CHALLENGER,39192.04,39192.04,0.0,08/27/2018,0.0,274.19,32857.41,0.0,07/01/2017
548,CA44,"BROWN, AJA",DEM,CHALLENGER,18679.89,17820.15,859.74,12/31/2018,0.0,0.0,17820.15,0.0,01/01/2018
685,CA44,"BARRAGAN, NANETTE",DEM,INCUMBENT,1552663.82,975363.82,590865.65,12/31/2018,547.05,0.0,863594.7,13565.65,01/01/2017
1182,CA44,"DASH, STACEY",REP,CHALLENGER,44730.13,44730.13,0.0,06/30/2018,0.0,0.0,44234.13,0.0,01/01/2018
1195,CA44,"HALL, ISADORE III",DEM,CHALLENGER,1503.0,7949.04,427.49,12/31/2018,0.0,0.0,7949.04,6873.53,01/01/2017
652,CA45,"RYWALSKI, ERIC",DEM,CHALLENGER,25113.88,25366.3,0.0,12/31/2017,0.0,0.0,21901.52,0.0,04/01/2017
1798,CA45,"PORTER, KATHERINE",DEM,CHALLENGER,6975217.54,6891471.01,83746.53,12/31/2018,3487.59,257.65,6662366.94,0.0,03/31/2017
1778,CA45,"FORDE, BRIAN",DEM,CHALLENGER,1701475.61,1473652.99,227572.62,12/31/2018,0.0,5400.0,1351842.4,0.0,07/01/2017
133,CA45,"HAMADANCHY, KIA",DEM,CHALLENGER,655052.65,655052.65,0.0,08/24/2018,0.0,0.0,608035.45,0.0,04/01/2017
377,CA45,"MIN, DAVID",DEM,CHALLENGER,1236926.94,1236926.94,0.0,09/18/2018,0.0,5400.0,1111108.2,0.0,03/31/2017
1126,CA45,"VARASTEH, RON",DEM,CHALLENGER,252512.18,251829.18,3597.53,12/31/2018,0.0,0.0,1828.18,2914.53,01/01/2017
1564,CA45,"WALTERS, MIMI",REP,INCUMBENT,4937508.77,5280460.18,50118.57,12/31/2018,0.0,0.0,4973645.62,393069.98,01/01/2017
1049,CA45,"GRAHAM, JOHN",NNE,CHALLENGER,41542.68,36310.06,5232.62,06/07/2018,0.0,10800.0,30148.43,0.0,08/31/2017
1358,CA46,"CORREA, JOSE",DEM,INCUMBENT,1135363.38,565364.85,603693.04,12/31/2018,0.0,0.0,516605.5,33694.41,01/01/2017
295,CA46,"LAMBERT, RUSSELL RENE",REP,CHALLENGER,140.0,0.0,140.0,03/31/2018,0.0,0.0,0.0,0.0,01/01/2018
1802,CA47,"LOWENTHAL, ALAN",DEM,INCUMBENT,714680.26,631673.27,570459.49,12/31/2018,0.0,0.0,328523.26,499834.82,01/01/2017
366,CA47,"CLIFFORD, DAVID",REP,CHALLENGER,25680.4,21295.08,4425.0,12/31/2018,0.0,1.0,18320.08,131.0,12/11/2017
550,CA47,"BRISCOE, JOHN",REP,CHALLENGER,54713.56,48137.47,6626.09,12/31/2018,0.0,5148.56,47673.42,0.0,01/01/2018
1191,CA48,"KEIRSTEAD, HANS",DEM,CHALLENGER,2178356.89,2074450.17,103906.72,12/31/2018,0.0,155400.0,2019862.36,0.0,04/01/2017
686,CA48,"BAUGH, SCOTT",REP,CHALLENGER,730425.61,1214645.48,64208.31,12/31/2018,0.0,5400.0,996718.54,548428.18,01/01/2017
2129,CA48,"ROUDA, HARLEY E JR",DEM,CHALLENGER,8749389.97,8473725.72,275664.25,12/31/2018,0.0,55500.0,7636068.87,0.0,02/27/2017
186,CA48,"ZARKADES, TONY",DEM,CHALLENGER,2200.0,2983.0,78.0,06/30/2018,0.0,0.0,2983.0,860.0,01/01/2018
226,CA48,"REISER, BRANDON",LIB,CHALLENGER,11381.0,11380.24,0.76,09/25/2018,0.0,50.0,11380.24,0.0,04/01/2017
1486,CA48,"KENSINGER, KEVIN THOMAS",IND,CHALLENGER,13903.16,13903.16,0.0,06/06/2018,0.0,0.0,13441.2,0.0,06/01/2017
778,CA48,"KOTICK, MICHAEL",DEM,CHALLENGER,531818.3,528815.97,3200.0,12/31/2018,0.0,134531.68,482598.87,0.0,07/01/2017
545,CA48,"ROHRABACHER, DANA",REP,INCUMBENT,2788146.84,2979978.21,45943.83,12/31/2018,5000.0,0.0,2784900.49,237775.2,01/01/2017
518,CA48,"PAYNE, RACHEL",DEM,CHALLENGER,388067.99,388067.99,0.0,12/31/2018,0.0,94688.53,340181.04,0.0,03/01/2017
688,CA48,"OATMAN, LAURA",DEM,CHALLENGER,244289.89,228836.79,3132.15,12/31/2018,0.0,13197.23,191590.05,0.0,04/01/2017
263,CA48,"SIDDIQUI, OMAR A.",DEM,CHALLENGER,1178676.74,1178676.74,0.0,12/31/2018,0.0,241849.27,408974.32,0.0,01/01/2017
565,CA48,"GABBARD, JOHN",REP,CHALLENGER,58583.46,58583.46,0.0,08/10/2018,0.0,0.0,50809.13,0.0,01/01/2018
624,CA48,"ONUFREI, STELIAN",REP,CHALLENGER,644720.91,644720.91,0.0,06/30/2018,0.0,240500.0,349332.98,0.0,01/01/2017
1724,CA49,"PENDLETON, ROBERT",NOP,OPEN,29539.3,29539.3,0.0,07/30/2018,0.0,7985.3,29539.3,0.0,01/01/2018
779,CA49,"SCHMITT, MICHAEL D",REP,OPEN,8060.54,7861.13,199.41,12/31/2018,0.0,0.0,7846.13,0.0,01/01/2018
687,CA49,"APPLEGATE, DOUGLAS LOREN",DEM,OPEN,1006600.45,1069305.57,437.41,12/31/2018,0.0,0.0,997326.13,63142.53,01/01/2017
1599,CA49,"GASPAR, KRISTIN",REP,OPEN,393401.99,383777.59,9624.4,12/31/2018,0.0,0.0,332278.59,0.0,01/01/2018
1236,CA49,"KERR, PAUL",DEM,OPEN,8182261.8,8182261.8,0.0,12/31/2018,0.0,5715217.54,5693303.86,0.0,01/01/2017
1364,CA49,"NORDAL, CRAIG",REP,OPEN,11821.14,11907.99,69.22,12/31/2018,0.0,0.0,10558.99,0.0,02/12/2018
1377,CA49,"MARYOTT, BRIAN",REP,OPEN,760193.75,750435.93,9757.82,12/31/2018,0.0,50.0,452213.01,0.0,01/01/2018
2089,CA49,"JACOBS, SARA",DEM,OPEN,2905005.64,2895016.81,9988.83,12/31/2018,0.0,2155798.19,2715041.57,0.0,10/01/2017
109,CA49,"CHRISTINA, PREJEAN",DEM,OPEN,37554.46,37554.46,0.0,06/30/2018,0.0,0.0,29953.16,0.0,01/01/2018
1598,CA49,"HARKEY, DIANE",REP,OPEN,1645908.41,1642058.86,3849.55,12/31/2018,6015.7,2000.0,1607287.96,0.0,01/01/2018
425,CA49,"SCHOONOVER, JOSHUA",REP,OPEN,12322.56,12322.56,-439.88,06/05/2018,0.0,5247.56,12322.56,0.0,01/01/2018
1228,CA49,"LEVIN, MIKE",DEM,OPEN,6055213.14,5497153.67,558059.47,12/31/2018,6129.23,11525.82,5358300.73,0.0,03/06/2017
1203,CA49,"CHAVEZ, ROCKY",REP,OPEN,425255.86,425255.86,0.0,08/15/2018,0.0,127438.7,111166.23,0.0,01/01/2018
1915,CA50,"BUTNER, JOSH",DEM,CHALLENGER,758932.09,758932.09,0.0,07/24/2018,0.0,10820.82,660203.86,0.0,04/09/2017
116,CA50,"WELLS, WILLIAM",REP,CHALLENGER,57145.75,50852.94,6292.81,12/31/2018,0.0,0.0,49602.94,0.0,01/01/2018
244,CA50,"CHADWICK, GLORIA",DEM,CHALLENGER,32687.63,32687.63,0.0,08/16/2017,0.0,0.0,15342.94,0.0,01/01/2017
2083,CA50,"HUNTER, DUNCAN D",REP,INCUMBENT,1186059.87,1822979.0,83141.21,12/31/2018,2871.61,0.0,1765126.48,720060.34,01/01/2017
395,CA50,"MALLOY, JEFFREY",DEM,CHALLENGER,1089.0,4501.19,381.61,12/31/2018,0.0,0.0,4501.19,3793.8,01/01/2017
1186,CA50,"SAYED, SHAMUS",REP,CHALLENGER,257329.0,258018.7,0.0,06/30/2018,0.0,0.0,234960.63,0.0,10/01/2017
1725,CA50,"KAHLE, RICHARD",NOP,CHALLENGER,19132.26,19132.26,0.0,06/12/2018,0.0,17712.26,19132.26,0.0,01/01/2018
313,CA50,"BEAUREGARD, PIERRE VOTEAU",DEM,CHALLENGER,38245.93,38243.51,0.0,03/31/2018,0.0,0.0,28736.97,0.0,01/01/2017
1505,CA50,"CAMPA-NAJJAR, AMMAR",DEM,CHALLENGER,4079157.61,4076167.49,2990.12,12/31/2018,15785.55,0.0,3980693.46,0.0,01/01/2017
11,CA51,"MERCADO, JUAN",NNE,CHALLENGER,20004.62,19760.59,1000.0,06/30/2018,0.0,10500.0,17762.85,755.97,01/01/2017
1140,CA51,"VARGAS, JUAN CARLOS",DEM,INCUMBENT,879036.81,887074.58,71675.93,12/31/2018,58.19,0.0,642914.03,79713.7,01/01/2017
1318,CA51,"HIDALGO, JUAN",REP,CHALLENGER,73237.31,70579.68,2657.63,12/31/2018,285.44,0.0,65579.68,0.0,01/01/2018
1637,CA51,"RENISON, JOHN",REP,CHALLENGER,52810.18,52842.18,271.89,12/31/2018,1141.2,5250.0,52568.29,0.0,01/01/2018
2084,CA52,"QUDRAT, OMAR",REP,CHALLENGER,375254.09,372812.13,2441.96,12/31/2018,638.82,0.0,371462.13,0.0,04/01/2017
1185,CA52,"CASARA, DANIEL",REP,CHALLENGER,30802.77,30802.77,0.0,06/30/2018,0.0,0.0,29841.18,0.0,07/01/2017
1333,CA52,"ALLMAN, MICHAEL",REP,CHALLENGER,415109.45,415109.45,0.0,11/06/2018,0.0,77.45,368795.11,0.0,10/01/2017
1019,CA52,"VELTMEYER, JAMES",REP,CHALLENGER,250657.35,250657.35,0.0,12/31/2018,0.0,69530.05,244740.63,0.0,01/01/2017
316,CA52,"CULLEN, JEFFREY",REP,CHALLENGER,24245.0,24339.0,5.0,07/15/2018,0.0,24245.0,24339.0,100.0,03/05/2018
1127,CA52,"PETERS, SCOTT",DEM,INCUMBENT,2793181.8,2065312.97,1801176.44,12/31/2018,2934.72,51394.51,1716453.37,1073307.61,01/01/2017
1176,CA52,"HORST, JOHN H",REP,CHALLENGER,29234.98,29771.6,-2189.68,07/15/2018,0.0,14366.96,29771.6,-1653.06,01/01/2017
889,CA53,"MURTAUGH, MORGAN",REP,CHALLENGER,94570.86,94570.86,0.0,12/31/2018,0.0,0.0,94570.86,0.0,03/09/2018
1727,CA53,"KIM, BRYAN",NOP,CHALLENGER,36343.0,35338.0,999.0,05/16/2018,0.0,89.0,34197.0,25.0,02/01/2017
